Frame Number, File Size (bytes), File Size (kB)
181, 122133, 119.27, Left
181, 121437, 118.59, Right
182, 119437, 116.63, Left
182, 119018, 116.22, Right
183, 117437, 114.68, Left
183, 117536, 114.78, Right
184, 118106, 115.33, Left
184, 119848, 117.03, Right
185, 115399, 112.69, Left
185, 119026, 116.23, Right
186, 116050, 113.33, Left
186, 116982, 114.24, Right
187, 110572, 107.98, Left
187, 115209, 112.50, Right
188, 109348, 106.78, Left
188, 107202, 104.68, Right
189, 103877, 101.44, Left
189, 109463, 106.89, Right
190, 107021, 104.51, Left
190, 109909, 107.33, Right
191, 105814, 103.33, Left
191, 108163, 105.62, Right
192, 102803, 100.39, Left
192, 105645, 103.16, Right
193, 109099, 106.54, Left
193, 113271, 110.61, Right
194, 106328, 103.83, Left
194, 106976, 104.46, Right
195, 106689, 104.18, Left
195, 98164, 95.86, Right
196, 103552, 101.12, Left
196, 105565, 103.09, Right
197, 104507, 102.05, Left
197, 106266, 103.77, Right
198, 105224, 102.75, Left
198, 107306, 104.79, Right
199, 109012, 106.45, Left
199, 111060, 108.45, Right
200, 110981, 108.37, Left
200, 114381, 111.70, Right
201, 112726, 110.08, Left
201, 117507, 114.75, Right
202, 104046, 101.60, Left
202, 114699, 112.01, Right
203, 100596, 98.23, Left
203, 111570, 108.95, Right
204, 101168, 98.79, Left
204, 105063, 102.60, Right
205, 105854, 103.37, Left
205, 112302, 109.66, Right
206, 116627, 113.89, Left
206, 123443, 120.54, Right
207, 118464, 115.68, Left
207, 130348, 127.29, Right
208, 111237, 108.62, Left
208, 117474, 114.72, Right
209, 111519, 108.90, Left
209, 117428, 114.67, Right
210, 110346, 107.75, Left
210, 117136, 114.39, Right
211, 109631, 107.06, Left
211, 116561, 113.82, Right
212, 110042, 107.46, Left
212, 113959, 111.28, Right
213, 107962, 105.43, Left
213, 110537, 107.94, Right
214, 110595, 108.00, Left
214, 113271, 110.61, Right
215, 112784, 110.14, Left
215, 109929, 107.35, Right
216, 116819, 114.08, Left
216, 115704, 112.99, Right
217, 117437, 114.68, Left
217, 126608, 123.64, Right
218, 120496, 117.67, Left
218, 139298, 136.03, Right
219, 122300, 119.43, Left
219, 138353, 135.11, Right
220, 122660, 119.78, Left
220, 125795, 122.84, Right
221, 120301, 117.48, Left
221, 123914, 121.00, Right
222, 120330, 117.50, Left
222, 125905, 122.95, Right
223, 121353, 118.50, Left
223, 130392, 127.33, Right
224, 119294, 116.49, Left
224, 129369, 126.33, Right
225, 118559, 115.78, Left
225, 125426, 122.48, Right
226, 117638, 114.88, Left
226, 124174, 121.26, Right
227, 115886, 113.16, Left
227, 124577, 121.65, Right
228, 114631, 111.94, Left
228, 117322, 114.57, Right
229, 113566, 110.90, Left
229, 117463, 114.70, Right
230, 113253, 110.59, Left
230, 117878, 115.11, Right
231, 109325, 106.76, Left
231, 113086, 110.43, Right
232, 113348, 110.69, Left
232, 116037, 113.31, Right
233, 115144, 112.44, Left
233, 117197, 114.45, Right
234, 123150, 120.26, Left
234, 124262, 121.34, Right
235, 128454, 125.44, Left
235, 130234, 127.18, Right
236, 136732, 133.52, Left
236, 137039, 133.82, Right
237, 139076, 135.81, Left
237, 139937, 136.65, Right
238, 142042, 138.71, Left
238, 143155, 139.79, Right
239, 151368, 147.82, Left
239, 149836, 146.32, Right
240, 153249, 149.65, Left
240, 151226, 147.68, Right
247, 153675, 150.07, Left
247, 149975, 146.45, Right
249, 148005, 144.53, Left
249, 146926, 143.48, Right
250, 150554, 147.02, Left
250, 148589, 145.10, Right
251, 162338, 158.53, Left
251, 159834, 156.08, Right
252, 161516, 157.73, Left
252, 159481, 155.74, Right
253, 168961, 165.00, Left
253, 167973, 164.03, Right
254, 182254, 177.98, Left
254, 180779, 176.54, Right
255, 197759, 193.12, Left
255, 196624, 192.01, Right
256, 216294, 211.22, Left
256, 208031, 203.15, Right
257, 227986, 222.64, Left
257, 217025, 211.93, Right
258, 246800, 241.01, Left
258, 235060, 229.55, Right
259, 259609, 253.52, Left
259, 254199, 248.24, Right
260, 270905, 264.55, Left
260, 275600, 269.14, Right
261, 279073, 272.53, Left
261, 265639, 259.41, Right
262, 268003, 261.72, Left
262, 280913, 274.32, Right
263, 283548, 276.90, Left
263, 287188, 280.45, Right
264, 293446, 286.56, Left
264, 294204, 287.30, Right
265, 295891, 288.95, Left
265, 294773, 287.86, Right
266, 299884, 292.85, Left
266, 300444, 293.40, Right
267, 303978, 296.85, Left
267, 300991, 293.93, Right
268, 308528, 301.29, Left
268, 298119, 291.13, Right
269, 309145, 301.89, Left
269, 298332, 291.33, Right
270, 319543, 312.05, Left
270, 298690, 291.68, Right
271, 305060, 297.91, Left
271, 287639, 280.89, Right
272, 301932, 294.85, Left
272, 271377, 265.01, Right
273, 295044, 288.12, Left
273, 272593, 266.20, Right
274, 316544, 309.12, Left
274, 295895, 288.95, Right
275, 321914, 314.36, Left
275, 307807, 300.59, Right
276, 321783, 314.24, Left
276, 301688, 294.61, Right
277, 327487, 319.81, Left
277, 310433, 303.15, Right
278, 327095, 319.42, Left
278, 304488, 297.35, Right
279, 324884, 317.26, Left
279, 309413, 302.16, Right
280, 297725, 290.74, Left
280, 287630, 280.88, Right
281, 289061, 282.28, Left
281, 290594, 283.78, Right
282, 300581, 293.53, Left
282, 293839, 286.95, Right
283, 302572, 295.48, Left
283, 294556, 287.65, Right
284, 296967, 290.00, Left
284, 282835, 276.20, Right
285, 282814, 276.18, Left
285, 268932, 262.62, Right
286, 281994, 275.38, Left
286, 275059, 268.61, Right
287, 278399, 271.87, Left
287, 266758, 260.50, Right
288, 280435, 273.86, Left
288, 276653, 270.16, Right
289, 278800, 272.26, Left
289, 265316, 259.09, Right
290, 264919, 258.70, Left
290, 251077, 245.19, Right
291, 246056, 240.28, Left
291, 253540, 247.59, Right
292, 240530, 234.89, Left
292, 251893, 245.98, Right
293, 227610, 222.27, Left
293, 239417, 233.80, Right
294, 222727, 217.50, Left
294, 233055, 227.59, Right
295, 223045, 217.81, Left
295, 234759, 229.25, Right
296, 227638, 222.30, Left
296, 240568, 234.92, Right
297, 250662, 244.78, Left
297, 240398, 234.76, Right
298, 234436, 228.94, Left
298, 241895, 236.22, Right
299, 225942, 220.64, Left
299, 250395, 244.52, Right
300, 213320, 208.32, Left
300, 222913, 217.68, Right
301, 202289, 197.54, Left
301, 208705, 203.81, Right
302, 184844, 180.51, Left
302, 190614, 186.14, Right
303, 174558, 170.46, Left
303, 188687, 184.26, Right
304, 152266, 148.69, Left
304, 199642, 194.96, Right
305, 154327, 150.70, Left
305, 205796, 200.97, Right
306, 156684, 153.01, Left
306, 190405, 185.94, Right
307, 122790, 119.91, Left
307, 153405, 149.80, Right
308, 130292, 127.23, Left
308, 141526, 138.20, Right
309, 136900, 133.69, Left
309, 154310, 150.69, Right
310, 139938, 136.65, Left
310, 160231, 156.47, Right
311, 146510, 143.07, Left
311, 169001, 165.04, Right
312, 145281, 141.87, Left
312, 170453, 166.45, Right
313, 148465, 144.98, Left
313, 171193, 167.18, Right
314, 144595, 141.20, Left
314, 174473, 170.38, Right
315, 141208, 137.89, Left
315, 169537, 165.56, Right
316, 133309, 130.18, Left
316, 165964, 162.07, Right
317, 133930, 130.79, Left
317, 168790, 164.83, Right
318, 133742, 130.60, Left
318, 167997, 164.05, Right
319, 129345, 126.31, Left
319, 170894, 166.88, Right
321, 134096, 130.95, Left
321, 170484, 166.48, Right
322, 133634, 130.50, Left
322, 166773, 162.86, Right
323, 128204, 125.19, Left
323, 169104, 165.14, Right
324, 131513, 128.43, Left
324, 164366, 160.51, Right
325, 129789, 126.74, Left
325, 166471, 162.56, Right
326, 128166, 125.16, Left
326, 164277, 160.42, Right
327, 121025, 118.18, Left
327, 154350, 150.73, Right
328, 122341, 119.47, Left
328, 149081, 145.58, Right
329, 115778, 113.06, Left
329, 135948, 132.76, Right
330, 108859, 106.30, Left
330, 120713, 117.88, Right
331, 118955, 116.16, Left
331, 120281, 117.46, Right
332, 123816, 120.91, Left
332, 128276, 125.26, Right
333, 132712, 129.60, Left
333, 124225, 121.31, Right
334, 136800, 133.59, Left
334, 133511, 130.38, Right
335, 144635, 141.24, Left
335, 142574, 139.23, Right
336, 169763, 165.78, Left
336, 157876, 154.17, Right
337, 176527, 172.38, Left
337, 177500, 173.33, Right
338, 188814, 184.38, Left
338, 196711, 192.10, Right
339, 193833, 189.29, Left
339, 199722, 195.04, Right
340, 188916, 184.48, Left
340, 198540, 193.88, Right
341, 200207, 195.51, Left
341, 207583, 202.71, Right
342, 201625, 196.89, Left
342, 214808, 209.77, Right
343, 194117, 189.56, Left
343, 202922, 198.16, Right
344, 192954, 188.43, Left
344, 195178, 190.60, Right
345, 200614, 195.91, Left
345, 224799, 219.53, Right
346, 210179, 205.25, Left
346, 241811, 236.14, Right
347, 191795, 187.29, Left
347, 241167, 235.51, Right
348, 188133, 183.72, Left
348, 244741, 239.00, Right
349, 203930, 199.15, Left
349, 247844, 242.03, Right
350, 216165, 211.09, Left
350, 249763, 243.90, Right
351, 229171, 223.79, Left
351, 258711, 252.64, Right
352, 236171, 230.63, Left
352, 262582, 256.42, Right
353, 258825, 252.75, Left
353, 267764, 261.48, Right
355, 262840, 256.67, Left
355, 266816, 260.56, Right
356, 263905, 257.71, Left
356, 265930, 259.69, Right
359, 270407, 264.06, Left
359, 232206, 226.76, Right
360, 274023, 267.60, Left
360, 226612, 221.30, Right
361, 216824, 211.74, Left
361, 183646, 179.34, Right
362, 231540, 226.11, Left
362, 197326, 192.70, Right
363, 234611, 229.11, Left
363, 209108, 204.20, Right
364, 213870, 208.85, Left
364, 204429, 199.63, Right
365, 227097, 221.77, Left
365, 225345, 220.06, Right
366, 237299, 231.73, Left
366, 253980, 248.02, Right
367, 253424, 247.48, Left
367, 263679, 257.49, Right
368, 263629, 257.45, Left
368, 265205, 258.98, Right
369, 283028, 276.39, Left
369, 280678, 274.09, Right
370, 289497, 282.71, Left
370, 279159, 272.61, Right
371, 268399, 262.10, Left
371, 251307, 245.41, Right
372, 283238, 276.59, Left
372, 253517, 247.57, Right
373, 290649, 283.83, Left
373, 251278, 245.38, Right
374, 286969, 280.24, Left
374, 255487, 249.49, Right
376, 293417, 286.54, Left
376, 256853, 250.83, Right
377, 296330, 289.38, Left
377, 254935, 248.95, Right
380, 293472, 286.59, Left
380, 248875, 243.04, Right
381, 288202, 281.44, Left
381, 248144, 242.32, Right
382, 283650, 277.00, Left
382, 250704, 244.82, Right
383, 270718, 264.37, Left
383, 239681, 234.06, Right
384, 269565, 263.24, Left
384, 253436, 247.49, Right
385, 268246, 261.95, Left
385, 259469, 253.38, Right
386, 272911, 266.51, Left
386, 261208, 255.08, Right
387, 268121, 261.83, Left
387, 262062, 255.91, Right
388, 272602, 266.21, Left
388, 251853, 245.95, Right
389, 266607, 260.35, Left
389, 257849, 251.80, Right
390, 261327, 255.20, Left
390, 253544, 247.60, Right
391, 265898, 259.66, Left
391, 267571, 261.29, Right
392, 257106, 251.08, Left
392, 262560, 256.40, Right
393, 266778, 260.52, Left
393, 274197, 267.77, Right
395, 290501, 283.69, Left
395, 303582, 296.46, Right
396, 288497, 281.73, Left
396, 302496, 295.40, Right
397, 293222, 286.34, Left
397, 306081, 298.90, Right
398, 299492, 292.47, Left
398, 307887, 300.67, Right
399, 294434, 287.53, Left
399, 300391, 293.35, Right
400, 289316, 282.53, Left
400, 294478, 287.57, Right
401, 286779, 280.05, Left
401, 298228, 291.23, Right
402, 284846, 278.16, Left
402, 295217, 288.29, Right
403, 283908, 277.25, Left
403, 296305, 289.36, Right
404, 285038, 278.35, Left
404, 298908, 291.90, Right
405, 289970, 283.17, Left
405, 306551, 299.36, Right
406, 293155, 286.28, Left
406, 309323, 302.07, Right
407, 291925, 285.08, Left
407, 310033, 302.76, Right
408, 279217, 272.67, Left
408, 295873, 288.93, Right
409, 283781, 277.12, Left
409, 302757, 295.66, Right
410, 282236, 275.62, Left
410, 302750, 295.65, Right
411, 272797, 266.40, Left
411, 291503, 284.67, Right
413, 288906, 282.13, Left
413, 310819, 303.53, Right
414, 287993, 281.24, Left
414, 308703, 301.46, Right
415, 285503, 278.81, Left
415, 310028, 302.76, Right
416, 283495, 276.85, Left
416, 309796, 302.53, Right
417, 276431, 269.95, Left
417, 308454, 301.22, Right
418, 271030, 264.67, Left
418, 311249, 303.95, Right
419, 275811, 269.34, Left
419, 311609, 304.30, Right
421, 274306, 267.87, Left
421, 305519, 298.35, Right
422, 274424, 267.99, Left
422, 310285, 303.01, Right
423, 277421, 270.91, Left
423, 308223, 300.99, Right
424, 278399, 271.87, Left
424, 309348, 302.09, Right
425, 273669, 267.25, Left
425, 305080, 297.92, Right
426, 258109, 252.05, Left
426, 285060, 278.37, Right
427, 191093, 186.61, Left
427, 231251, 225.83, Right
428, 169890, 165.90, Left
428, 208436, 203.55, Right
429, 209952, 205.03, Left
429, 227632, 222.29, Right
432, 268683, 262.38, Left
432, 274474, 268.04, Right
433, 260278, 254.17, Left
433, 268272, 261.98, Right
434, 262293, 256.14, Left
434, 278200, 271.67, Right
436, 272590, 266.20, Left
436, 285647, 278.95, Right
437, 273220, 266.81, Left
437, 287132, 280.40, Right
438, 258678, 252.61, Left
438, 277172, 270.67, Right
439, 267270, 261.00, Left
439, 287910, 281.16, Right
440, 248435, 242.61, Left
440, 262951, 256.78, Right
441, 243964, 238.24, Left
441, 247829, 242.02, Right
442, 250870, 244.99, Left
442, 261602, 255.47, Right
443, 248326, 242.50, Left
443, 262796, 256.63, Right
444, 246796, 241.01, Left
444, 271668, 265.30, Right
445, 253209, 247.27, Left
445, 261603, 255.47, Right
447, 243965, 238.24, Left
447, 265483, 259.26, Right
450, 261161, 255.04, Left
450, 267750, 261.47, Right
451, 256727, 250.70, Left
451, 262655, 256.49, Right
452, 235913, 230.38, Left
452, 247836, 242.02, Right
454, 268211, 261.92, Left
454, 268864, 262.56, Right
455, 266938, 260.68, Left
455, 270125, 263.79, Right
456, 271575, 265.20, Left
456, 267847, 261.56, Right
457, 273229, 266.82, Left
457, 268192, 261.90, Right
458, 265100, 258.88, Left
458, 253865, 247.91, Right
461, 276474, 269.99, Left
461, 248097, 242.28, Right
462, 278392, 271.86, Left
462, 252848, 246.92, Right
463, 286236, 279.52, Left
463, 252210, 246.29, Right
464, 290243, 283.44, Left
464, 254390, 248.42, Right
465, 289270, 282.49, Left
465, 254163, 248.20, Right
470, 288180, 281.42, Left
470, 303820, 296.69, Right
471, 281377, 274.78, Left
471, 304326, 297.19, Right
472, 275354, 268.90, Left
472, 296606, 289.65, Right
474, 285614, 278.91, Left
474, 303134, 296.02, Right
475, 288808, 282.03, Left
475, 313077, 305.73, Right
483, 303509, 296.39, Left
483, 324047, 316.45, Right
488, 304551, 297.41, Left
488, 325299, 317.67, Right
489, 306969, 299.77, Left
489, 327455, 319.78, Right
491, 293901, 287.01, Left
491, 314462, 307.09, Right
492, 288455, 281.69, Left
492, 305261, 298.10, Right
497, 302814, 295.71, Left
497, 323606, 316.02, Right
498, 306937, 299.74, Left
498, 325930, 318.29, Right
501, 299474, 292.45, Left
501, 319768, 312.27, Right
503, 303104, 296.00, Left
503, 321768, 314.22, Right
504, 308714, 301.47, Left
504, 328507, 320.80, Right
505, 279739, 273.18, Left
505, 294369, 287.46, Right
506, 255685, 249.69, Left
506, 263506, 257.33, Right
507, 270186, 263.85, Left
507, 285458, 278.76, Right
508, 266086, 259.84, Left
508, 272583, 266.19, Right
509, 218071, 212.95, Left
509, 218575, 213.45, Right
510, 199367, 194.69, Left
510, 214521, 209.49, Right
511, 246184, 240.41, Left
511, 256099, 250.09, Right
512, 251091, 245.20, Left
512, 258373, 252.31, Right
513, 273920, 267.50, Left
513, 289361, 282.57, Right
514, 276987, 270.49, Left
514, 291704, 284.86, Right
515, 271235, 264.87, Left
515, 288403, 281.64, Right
516, 260811, 254.69, Left
516, 265146, 258.93, Right
518, 274218, 267.79, Left
518, 292177, 285.32, Right
519, 282159, 275.54, Left
519, 295642, 288.71, Right
521, 280825, 274.24, Left
521, 301497, 294.43, Right
522, 280436, 273.86, Left
522, 301829, 294.75, Right
523, 251327, 245.43, Left
523, 266127, 259.88, Right
524, 245294, 239.54, Left
524, 249591, 243.74, Right
525, 246532, 240.75, Left
525, 264023, 257.83, Right
526, 260989, 254.87, Left
526, 274731, 268.29, Right
527, 261553, 255.42, Left
527, 276093, 269.62, Right
528, 264060, 257.87, Left
528, 274761, 268.32, Right
530, 273375, 266.96, Left
530, 290726, 283.91, Right
534, 285238, 278.55, Left
534, 301099, 294.04, Right
536, 289445, 282.66, Left
536, 307333, 300.12, Right
537, 295159, 288.24, Left
537, 312873, 305.54, Right
539, 293521, 286.64, Left
539, 310514, 303.23, Right
541, 290925, 284.10, Left
541, 307196, 299.99, Right
542, 288175, 281.42, Left
542, 305229, 298.07, Right
543, 285432, 278.74, Left
543, 296452, 289.50, Right
545, 295094, 288.17, Left
545, 305038, 297.88, Right
546, 294264, 287.36, Left
546, 306103, 298.92, Right
547, 277498, 270.99, Left
547, 288583, 281.81, Right
548, 272221, 265.84, Left
548, 279704, 273.14, Right
549, 265186, 258.97, Left
549, 278166, 271.64, Right
550, 265725, 259.49, Left
550, 283154, 276.51, Right
551, 279171, 272.62, Left
551, 299054, 292.04, Right
553, 290924, 284.10, Left
553, 310197, 302.92, Right
554, 291588, 284.75, Left
554, 317732, 310.28, Right
561, 290698, 283.88, Left
561, 312717, 305.38, Right
564, 299870, 292.84, Left
564, 317506, 310.06, Right
565, 296775, 289.81, Left
565, 315211, 307.82, Right
566, 292308, 285.45, Left
566, 308164, 300.94, Right
567, 270239, 263.90, Left
567, 285752, 279.05, Right
568, 230825, 225.41, Left
568, 256095, 250.09, Right
569, 237510, 231.94, Left
569, 247345, 241.54, Right
570, 261934, 255.79, Left
570, 276473, 269.99, Right
571, 225361, 220.07, Left
571, 234763, 229.26, Right
572, 268494, 262.20, Left
572, 276101, 269.62, Right
573, 272971, 266.57, Left
573, 296583, 289.63, Right
574, 275120, 268.67, Left
574, 283382, 276.74, Right
575, 249749, 243.89, Left
575, 266234, 259.99, Right
576, 223647, 218.40, Left
576, 222739, 217.51, Right
577, 211914, 206.94, Left
577, 226163, 220.86, Right
578, 240236, 234.60, Left
578, 250646, 244.77, Right
579, 274505, 268.07, Left
579, 293184, 286.31, Right
580, 274443, 268.01, Left
580, 281697, 275.09, Right
581, 260140, 254.04, Left
581, 281163, 274.57, Right
582, 264189, 257.99, Left
582, 278593, 272.06, Right
583, 258485, 252.42, Left
583, 270066, 263.73, Right
584, 269024, 262.71, Left
584, 284109, 277.45, Right
585, 274246, 267.81, Left
585, 288444, 281.68, Right
586, 276812, 270.32, Left
586, 289013, 282.23, Right
587, 274675, 268.23, Left
587, 282413, 275.79, Right
588, 270179, 263.84, Left
588, 286222, 279.51, Right
594, 279508, 272.95, Left
594, 302249, 295.16, Right
595, 279067, 272.52, Left
595, 300979, 293.92, Right
596, 278748, 272.21, Left
596, 299718, 292.69, Right
598, 279650, 273.09, Left
598, 299680, 292.65, Right
599, 277808, 271.29, Left
599, 299639, 292.61, Right
600, 275696, 269.23, Left
600, 298100, 291.11, Right
602, 274759, 268.31, Left
602, 300276, 293.23, Right
603, 273967, 267.54, Left
603, 291665, 284.82, Right
604, 258227, 252.17, Left
604, 274570, 268.13, Right
605, 251404, 245.51, Left
605, 264893, 258.68, Right
606, 255005, 249.02, Left
606, 262221, 256.07, Right
608, 269773, 263.45, Left
608, 289243, 282.46, Right
609, 271308, 264.94, Left
609, 293706, 286.82, Right
610, 268908, 262.60, Left
610, 288399, 281.63, Right
611, 264596, 258.39, Left
611, 285311, 278.62, Right
612, 264347, 258.15, Left
612, 286172, 279.46, Right
613, 262897, 256.73, Left
613, 281510, 274.91, Right
614, 258840, 252.77, Left
614, 276925, 270.43, Right
616, 268829, 262.52, Left
616, 296748, 289.79, Right
617, 268899, 262.59, Left
617, 292013, 285.16, Right
618, 269553, 263.23, Left
618, 293511, 286.63, Right
619, 270278, 263.94, Left
619, 292149, 285.30, Right
620, 267332, 261.06, Left
620, 288775, 282.00, Right
621, 266600, 260.35, Left
621, 284766, 278.09, Right
622, 270619, 264.27, Left
622, 292082, 285.23, Right
627, 276034, 269.56, Left
627, 303755, 296.63, Right
629, 273645, 267.23, Left
629, 300357, 293.31, Right
630, 274367, 267.93, Left
630, 299650, 292.62, Right
634, 276181, 269.70, Left
634, 300355, 293.31, Right
635, 268593, 262.29, Left
635, 293242, 286.36, Right
636, 255978, 249.97, Left
636, 273197, 266.79, Right
637, 239830, 234.20, Left
637, 249442, 243.59, Right
638, 260641, 254.53, Left
638, 280282, 273.71, Right
639, 264952, 258.74, Left
639, 287462, 280.72, Right
640, 264983, 258.77, Left
640, 286611, 279.89, Right
641, 257988, 251.94, Left
641, 280561, 273.98, Right
642, 257325, 251.29, Left
642, 275376, 268.92, Right
643, 263415, 257.24, Left
643, 283243, 276.60, Right
644, 269556, 263.23, Left
644, 291111, 284.28, Right
647, 270692, 264.34, Left
647, 294390, 287.49, Right
649, 265830, 259.59, Left
649, 287523, 280.78, Right
652, 268733, 262.43, Left
652, 292506, 285.65, Right
653, 270966, 264.61, Left
653, 293702, 286.81, Right
654, 270165, 263.83, Left
654, 293095, 286.22, Right
656, 270721, 264.37, Left
656, 292867, 286.00, Right
657, 269051, 262.74, Left
657, 291370, 284.54, Right
658, 266451, 260.20, Left
658, 287896, 281.14, Right
659, 270095, 263.76, Left
659, 293022, 286.15, Right
661, 270613, 264.27, Left
661, 294946, 288.03, Right
667, 277363, 270.86, Left
667, 298786, 291.78, Right
668, 276349, 269.87, Left
668, 301041, 293.98, Right
669, 267568, 261.29, Left
669, 295368, 288.44, Right
670, 271668, 265.30, Left
670, 295925, 288.98, Right
676, 270121, 263.79, Left
676, 298274, 291.28, Right
683, 266333, 260.09, Left
683, 295306, 288.38, Right
691, 260130, 254.03, Left
691, 288753, 281.98, Right
700, 266186, 259.94, Left
700, 294477, 287.57, Right
702, 266557, 260.30, Left
702, 294028, 287.13, Right
703, 267336, 261.07, Left
703, 293156, 286.28, Right
704, 263476, 257.30, Left
704, 294701, 287.79, Right
705, 261552, 255.42, Left
705, 289389, 282.60, Right
706, 262337, 256.18, Left
706, 290808, 283.99, Right
707, 264933, 258.72, Left
707, 291326, 284.49, Right
708, 264810, 258.60, Left
708, 285685, 278.98, Right
709, 270493, 264.15, Left
709, 292528, 285.67, Right
710, 270986, 264.63, Left
710, 291634, 284.79, Right
711, 270703, 264.35, Left
711, 287572, 280.83, Right
712, 287075, 280.34, Left
712, 306236, 299.05, Right
713, 282873, 276.24, Left
713, 302635, 295.54, Right
718, 297220, 290.25, Left
718, 319658, 312.16, Right
721, 289448, 282.66, Left
721, 310262, 302.99, Right
727, 300664, 293.61, Left
727, 322450, 314.89, Right
730, 298866, 291.86, Left
730, 321633, 314.09, Right
736, 294264, 287.36, Left
736, 319987, 312.48, Right
741, 291243, 284.41, Left
741, 312824, 305.49, Right
742, 295285, 288.36, Left
742, 312096, 304.78, Right
743, 293565, 286.68, Left
743, 310964, 303.67, Right
744, 287524, 280.78, Left
744, 292419, 285.56, Right
745, 242296, 236.61, Left
745, 239109, 233.50, Right
746, 222805, 217.58, Left
746, 237868, 232.29, Right
747, 250281, 244.41, Left
747, 260277, 254.17, Right
748, 282129, 275.51, Left
748, 294916, 288.00, Right
749, 283747, 277.09, Left
749, 299879, 292.85, Right
750, 264234, 258.04, Left
750, 277005, 270.51, Right
752, 280034, 273.47, Left
752, 293731, 286.84, Right
753, 291764, 284.92, Left
753, 311044, 303.75, Right
754, 294149, 287.25, Left
754, 313203, 305.86, Right
755, 288607, 281.84, Left
755, 306879, 299.68, Right
756, 288931, 282.15, Left
756, 308716, 301.48, Right
757, 291750, 284.91, Left
757, 311153, 303.86, Right
758, 288535, 281.77, Left
758, 307807, 300.59, Right
759, 286265, 279.55, Left
759, 299784, 292.75, Right
760, 276956, 270.46, Left
760, 287188, 280.45, Right
761, 268866, 262.56, Left
761, 279419, 272.87, Right
762, 265333, 259.11, Left
762, 272307, 265.92, Right
763, 253582, 247.63, Left
763, 270580, 264.23, Right
764, 241330, 235.67, Left
764, 238521, 232.93, Right
765, 198542, 193.88, Left
765, 203841, 199.06, Right
766, 182581, 178.30, Left
766, 195866, 191.27, Right
767, 171333, 167.31, Left
767, 165826, 161.93, Right
768, 150529, 147.00, Left
768, 148180, 144.70, Right
769, 144266, 140.88, Left
769, 138094, 134.85, Right
770, 144796, 141.40, Left
770, 137352, 134.13, Right
771, 146150, 142.72, Left
771, 135760, 132.57, Right
772, 147168, 143.71, Left
772, 134663, 131.50, Right
773, 145544, 142.13, Left
773, 137358, 134.13, Right
774, 139729, 136.45, Left
774, 134484, 131.33, Right
775, 137602, 134.37, Left
775, 136333, 133.13, Right
779, 170145, 166.15, Left
779, 174440, 170.35, Right
780, 170178, 166.18, Left
780, 174527, 170.43, Right
785, 167221, 163.30, Left
785, 181123, 176.87, Right
786, 161261, 157.48, Left
786, 176213, 172.08, Right
787, 158214, 154.50, Left
787, 173157, 169.09, Right
788, 154146, 150.53, Left
788, 169869, 165.88, Right
789, 149964, 146.44, Left
789, 167379, 163.45, Right
790, 147270, 143.81, Left
790, 157212, 153.52, Right
791, 143441, 140.07, Left
791, 157258, 153.57, Right
