Frame Number, File Size (bytes), File Size (kB)
187, 285366, 278.67, Left
187, 301966, 294.88, Right
188, 252375, 246.45, Left
188, 263590, 257.41, Right
189, 211405, 206.45, Left
189, 219446, 214.30, Right
190, 223533, 218.29, Left
190, 233221, 227.75, Right
191, 245296, 239.54, Left
191, 257877, 251.83, Right
192, 231539, 226.11, Left
192, 236333, 230.79, Right
193, 244770, 239.03, Left
193, 252243, 246.33, Right
194, 222358, 217.14, Left
194, 226973, 221.65, Right
195, 199254, 194.58, Left
195, 208554, 203.66, Right
196, 209172, 204.26, Left
196, 208828, 203.93, Right
197, 220848, 215.67, Left
197, 229350, 223.97, Right
198, 225575, 220.28, Left
198, 229238, 223.86, Right
199, 209126, 204.22, Left
199, 214510, 209.48, Right
200, 206537, 201.69, Left
200, 205241, 200.43, Right
201, 207331, 202.47, Left
201, 209625, 204.71, Right
202, 224108, 218.85, Left
202, 228775, 223.41, Right
203, 238216, 232.63, Left
203, 241631, 235.96, Right
204, 242795, 237.10, Left
204, 236084, 230.55, Right
207, 266762, 260.50, Left
207, 276457, 269.97, Right
208, 297532, 290.55, Left
208, 304621, 297.48, Right
211, 265114, 258.90, Left
211, 275771, 269.30, Right
212, 276687, 270.20, Left
212, 283483, 276.83, Right
213, 253511, 247.56, Left
213, 257729, 251.68, Right
214, 248616, 242.78, Left
214, 252951, 247.02, Right
215, 221307, 216.12, Left
215, 227464, 222.13, Right
216, 247688, 241.88, Left
216, 245365, 239.61, Right
219, 325795, 318.15, Left
219, 348848, 340.67, Right
220, 312896, 305.56, Left
220, 335958, 328.08, Right
222, 293476, 286.59, Left
222, 318637, 311.16, Right
223, 284383, 277.71, Left
223, 314502, 307.13, Right
224, 286017, 279.31, Left
224, 309394, 302.14, Right
225, 272981, 266.58, Left
225, 289872, 283.07, Right
226, 299986, 292.95, Left
226, 331889, 324.11, Right
227, 281816, 275.21, Left
227, 309404, 302.15, Right
228, 303027, 295.92, Left
228, 317116, 309.68, Right
232, 371580, 362.87, Left
232, 395970, 386.68, Right
235, 346273, 338.15, Left
235, 353383, 345.10, Right
236, 320592, 313.07, Left
236, 326724, 319.06, Right
239, 243848, 238.13, Left
239, 269073, 262.76, Right
242, 253183, 247.24, Left
242, 273832, 267.41, Right
246, 267835, 261.55, Left
246, 274707, 268.26, Right
249, 285977, 279.27, Left
249, 298697, 291.69, Right
252, 271517, 265.15, Left
252, 289519, 282.73, Right
255, 278059, 271.54, Left
255, 286982, 280.25, Right
258, 299551, 292.53, Left
258, 308410, 301.18, Right
261, 339341, 331.38, Left
261, 406266, 396.74, Right
264, 335877, 328.00, Left
264, 359559, 351.13, Right
267, 359678, 351.24, Left
267, 374312, 365.53, Right
268, 335210, 327.35, Left
268, 347329, 339.18, Right
271, 285565, 278.87, Left
271, 292670, 285.81, Right
274, 277441, 270.93, Left
274, 306051, 298.87, Right
278, 316344, 308.92, Left
278, 333854, 326.02, Right
282, 313133, 305.79, Left
282, 347846, 339.69, Right
286, 282224, 275.60, Left
286, 304270, 297.13, Right
290, 319757, 312.26, Left
290, 329877, 322.14, Right
294, 288969, 282.19, Left
294, 301336, 294.27, Right
298, 308680, 301.44, Left
298, 321323, 313.79, Right
303, 271865, 265.49, Left
303, 263150, 256.98, Right
308, 208918, 204.02, Left
308, 212386, 207.40, Right
314, 213210, 208.21, Left
314, 212093, 207.12, Right
320, 195199, 190.62, Left
320, 200576, 195.87, Right
325, 336372, 328.48, Left
325, 334235, 326.40, Right
330, 360596, 352.14, Left
330, 369059, 360.40, Right
334, 333547, 325.72, Left
334, 332863, 325.06, Right
338, 366797, 358.20, Left
338, 373570, 364.81, Right
342, 384369, 375.36, Left
342, 410432, 400.81, Right
346, 296030, 289.09, Left
346, 291950, 285.10, Right
350, 284184, 277.52, Left
350, 292432, 285.57, Right
354, 358378, 349.97, Left
354, 357425, 349.04, Right
358, 320996, 313.47, Left
358, 336109, 328.23, Right
362, 329659, 321.93, Left
362, 341646, 333.63, Right
366, 316198, 308.78, Left
366, 325542, 317.91, Right
370, 310213, 302.94, Left
370, 305555, 298.39, Right
373, 298295, 291.30, Left
373, 311605, 304.30, Right
376, 278001, 271.48, Left
376, 283532, 276.88, Right
379, 247686, 241.88, Left
379, 256823, 250.80, Right
382, 261583, 255.45, Left
382, 273257, 266.85, Right
383, 228335, 222.98, Left
383, 244706, 238.97, Right
384, 236568, 231.02, Left
384, 233742, 228.26, Right
385, 238498, 232.90, Left
385, 233180, 227.71, Right
386, 231611, 226.18, Left
386, 233992, 228.50, Right
387, 249905, 244.04, Left
387, 241361, 235.70, Right
388, 251504, 245.60, Left
388, 246581, 240.80, Right
389, 249296, 243.45, Left
389, 253783, 247.83, Right
390, 263734, 257.55, Left
390, 253297, 247.36, Right
391, 268359, 262.06, Left
391, 257257, 251.22, Right
393, 276200, 269.72, Left
393, 277770, 271.25, Right
394, 281295, 274.70, Left
394, 282964, 276.33, Right
395, 271176, 264.82, Left
395, 273631, 267.21, Right
396, 281311, 274.71, Left
396, 286302, 279.59, Right
397, 262294, 256.14, Left
397, 261855, 255.71, Right
398, 243410, 237.70, Left
398, 262682, 256.52, Right
399, 255236, 249.25, Left
399, 251222, 245.33, Right
400, 248447, 242.62, Left
400, 263962, 257.77, Right
401, 261056, 254.93, Left
401, 273939, 267.51, Right
404, 283170, 276.53, Left
404, 308110, 300.88, Right
405, 296934, 289.97, Left
405, 316795, 309.37, Right
406, 298939, 291.93, Left
406, 319476, 311.98, Right
410, 281814, 275.20, Left
410, 309651, 302.39, Right
413, 295853, 288.91, Left
413, 326049, 318.40, Right
415, 279430, 272.88, Left
415, 297775, 290.79, Right
416, 287882, 281.13, Left
416, 312478, 305.15, Right
419, 294409, 287.50, Left
419, 320991, 313.46, Right
423, 294257, 287.36, Left
423, 321034, 313.50, Right
424, 289083, 282.30, Left
424, 317007, 309.57, Right
425, 278664, 272.13, Left
425, 301507, 294.44, Right
428, 290166, 283.36, Left
428, 315506, 308.11, Right
429, 299143, 292.13, Left
429, 314267, 306.90, Right
432, 286680, 279.96, Left
432, 313299, 305.95, Right
434, 286899, 280.17, Left
434, 317159, 309.72, Right
437, 295811, 288.87, Left
437, 323007, 315.43, Right
441, 293879, 286.99, Left
441, 325705, 318.07, Right
442, 277722, 271.21, Left
442, 311388, 304.08, Right
445, 296174, 289.23, Left
445, 324838, 317.22, Right
446, 282945, 276.31, Left
446, 306395, 299.21, Right
447, 273038, 266.63, Left
447, 287682, 280.93, Right
448, 248142, 242.32, Left
448, 260045, 253.95, Right
449, 241285, 235.62, Left
449, 264399, 258.20, Right
450, 236037, 230.50, Left
450, 255481, 249.49, Right
451, 236086, 230.55, Left
451, 248904, 243.07, Right
452, 251074, 245.18, Left
452, 268055, 261.77, Right
453, 235693, 230.16, Left
453, 253267, 247.33, Right
456, 277212, 270.71, Left
456, 307527, 300.31, Right
457, 270157, 263.82, Left
457, 279963, 273.40, Right
458, 244041, 238.32, Left
458, 261251, 255.12, Right
459, 246621, 240.84, Left
459, 258553, 252.49, Right
460, 254064, 248.10, Left
460, 258633, 252.57, Right
461, 251910, 246.00, Left
461, 268452, 262.16, Right
462, 258784, 252.71, Left
462, 266683, 260.43, Right
463, 247262, 241.46, Left
463, 251492, 245.59, Right
464, 247028, 241.23, Left
464, 252392, 246.47, Right
465, 241651, 235.98, Left
465, 247356, 241.55, Right
466, 236983, 231.42, Left
466, 233623, 228.14, Right
467, 231771, 226.33, Left
467, 230074, 224.68, Right
468, 224406, 219.14, Left
468, 227018, 221.69, Right
469, 224705, 219.43, Left
469, 229664, 224.28, Right
470, 220830, 215.65, Left
470, 227481, 222.14, Right
471, 218730, 213.60, Left
471, 225937, 220.64, Right
472, 224791, 219.52, Left
472, 233040, 227.57, Right
475, 246650, 240.86, Left
475, 259623, 253.53, Right
478, 225096, 219.82, Left
478, 237326, 231.76, Right
481, 238997, 233.39, Left
481, 256709, 250.69, Right
484, 237695, 232.12, Left
484, 259214, 253.13, Right
487, 257156, 251.12, Left
487, 274281, 267.85, Right
490, 256614, 250.59, Left
490, 266136, 259.89, Right
493, 239681, 234.06, Left
493, 245536, 239.78, Right
494, 230213, 224.81, Left
494, 233819, 228.33, Right
497, 254479, 248.51, Left
497, 272480, 266.09, Right
500, 309387, 302.13, Left
500, 315957, 308.55, Right
503, 277428, 270.92, Left
503, 287890, 281.14, Right
505, 276044, 269.57, Left
505, 282322, 275.70, Right
507, 260467, 254.36, Left
507, 265880, 259.64, Right
508, 269759, 263.43, Left
508, 279604, 273.05, Right
511, 267421, 261.15, Left
511, 305833, 298.66, Right
512, 283272, 276.63, Left
512, 306402, 299.22, Right
513, 282703, 276.07, Left
513, 299475, 292.45, Right
515, 302754, 295.65, Left
515, 319350, 311.86, Right
518, 290992, 284.17, Left
518, 308045, 300.82, Right
521, 301607, 294.53, Left
521, 313654, 306.30, Right
524, 309635, 302.37, Left
524, 326408, 318.75, Right
526, 326654, 318.99, Left
526, 344429, 336.35, Right
527, 299028, 292.01, Left
527, 319398, 311.91, Right
530, 256258, 250.25, Left
530, 271480, 265.11, Right
533, 243624, 237.91, Left
533, 246856, 241.07, Right
536, 245034, 239.29, Left
536, 256897, 250.87, Right
539, 256184, 250.17, Left
539, 257556, 251.51, Right
543, 263877, 257.69, Left
543, 275102, 268.65, Right
546, 302056, 294.97, Left
546, 309668, 302.41, Right
550, 346105, 337.99, Left
550, 360070, 351.63, Right
553, 336927, 329.03, Left
553, 352623, 344.35, Right
557, 348239, 340.07, Left
557, 364025, 355.49, Right
561, 340847, 332.85, Left
561, 354347, 346.04, Right
564, 284572, 277.90, Left
564, 291256, 284.42, Right
568, 282272, 275.65, Left
568, 291623, 284.78, Right
572, 263640, 257.46, Left
572, 271057, 264.70, Right
576, 311262, 303.96, Left
576, 327341, 319.66, Right
580, 318860, 311.38, Left
580, 345103, 337.01, Right
584, 348418, 340.25, Left
584, 360209, 351.76, Right
588, 296904, 289.94, Left
588, 312511, 305.18, Right
592, 295087, 288.17, Left
592, 298682, 291.68, Right
596, 318511, 311.04, Left
596, 334731, 326.88, Right
600, 339975, 332.00, Left
600, 357506, 349.12, Right
605, 366223, 357.63, Left
605, 383863, 374.86, Right
610, 342668, 334.63, Left
610, 357037, 348.66, Right
614, 323137, 315.56, Left
614, 333749, 325.92, Right
618, 287897, 281.14, Left
618, 293519, 286.63, Right
622, 281245, 274.65, Left
622, 284656, 277.98, Right
626, 266905, 260.64, Left
626, 270358, 264.02, Right
630, 270674, 264.33, Left
630, 282026, 275.41, Right
635, 336606, 328.71, Left
635, 345422, 337.32, Right
639, 350856, 342.63, Left
639, 368752, 360.10, Right
643, 364345, 355.80, Left
643, 395152, 385.89, Right
647, 383264, 374.28, Left
647, 398157, 388.82, Right
651, 281470, 274.87, Left
651, 292743, 285.88, Right
654, 280599, 274.02, Left
654, 285176, 278.49, Right
657, 278491, 271.96, Left
657, 288531, 281.76, Right
661, 322795, 315.22, Left
661, 340596, 332.61, Right
664, 323946, 316.35, Left
664, 360289, 351.84, Right
667, 313482, 306.13, Left
667, 334203, 326.37, Right
670, 306137, 298.96, Left
670, 328116, 320.42, Right
674, 344392, 336.32, Left
674, 359888, 351.45, Right
678, 351189, 342.95, Left
678, 374886, 366.09, Right
682, 262032, 255.89, Left
682, 298850, 291.84, Right
685, 270680, 264.33, Left
685, 273893, 267.47, Right
688, 300288, 293.25, Left
688, 316108, 308.69, Right
691, 277789, 271.27, Left
691, 266951, 260.69, Right
694, 251228, 245.33, Left
694, 259651, 253.56, Right
697, 271441, 265.07, Left
697, 266104, 259.86, Right
699, 266910, 260.65, Left
699, 273811, 267.39, Right
700, 248178, 242.36, Left
700, 248620, 242.79, Right
701, 248880, 243.04, Left
701, 254475, 248.51, Right
704, 290485, 283.67, Left
704, 293165, 286.29, Right
705, 286576, 279.85, Left
705, 299728, 292.70, Right
706, 271806, 265.43, Left
706, 270242, 263.90, Right
709, 272003, 265.62, Left
709, 277015, 270.52, Right
710, 274384, 267.95, Left
710, 283674, 277.02, Right
711, 253585, 247.64, Left
711, 276277, 269.80, Right
712, 275758, 269.29, Left
712, 283105, 276.46, Right
715, 321931, 314.38, Left
715, 338962, 331.01, Right
719, 319962, 312.46, Left
719, 346147, 338.03, Right
721, 321918, 314.37, Left
721, 347999, 339.84, Right
722, 278500, 271.97, Left
722, 301482, 294.41, Right
723, 285477, 278.78, Left
723, 290008, 283.21, Right
727, 330264, 322.52, Left
727, 351272, 343.03, Right
731, 331710, 323.93, Left
731, 353599, 345.31, Right
733, 287044, 280.31, Left
733, 307720, 300.50, Right
734, 248970, 243.13, Left
734, 272176, 265.79, Right
735, 246267, 240.49, Left
735, 255004, 249.02, Right
736, 251410, 245.51, Left
736, 270894, 264.54, Right
737, 236274, 230.73, Left
737, 264768, 258.56, Right
738, 233320, 227.85, Left
738, 247258, 241.46, Right
739, 246613, 240.83, Left
739, 265599, 259.37, Right
740, 228993, 223.62, Left
740, 242438, 236.75, Right
741, 227032, 221.71, Left
741, 229970, 224.58, Right
742, 202828, 198.07, Left
742, 221795, 216.59, Right
743, 201814, 197.08, Left
743, 221254, 216.06, Right
744, 212017, 207.04, Left
744, 217631, 212.53, Right
745, 207772, 202.90, Left
745, 220838, 215.66, Right
746, 213474, 208.47, Left
746, 223875, 218.62, Right
747, 228732, 223.37, Left
747, 225107, 219.83, Right
748, 222508, 217.29, Left
748, 222921, 217.69, Right
749, 218505, 213.38, Left
749, 228428, 223.07, Right
750, 229154, 223.78, Left
750, 227912, 222.57, Right
751, 241479, 235.81, Left
751, 234966, 229.45, Right
753, 259578, 253.49, Left
753, 263986, 257.79, Right
754, 265386, 259.16, Left
754, 271271, 264.91, Right
756, 258969, 252.89, Left
756, 268250, 261.96, Right
757, 243460, 237.75, Left
757, 262022, 255.88, Right
758, 245227, 239.47, Left
758, 249499, 243.65, Right
759, 239221, 233.61, Left
759, 250361, 244.49, Right
760, 239627, 234.01, Left
760, 258166, 252.11, Right
761, 237016, 231.46, Left
761, 268701, 262.40, Right
762, 230191, 224.79, Left
762, 252878, 246.95, Right
763, 218505, 213.38, Left
763, 231113, 225.69, Right
766, 243379, 237.67, Left
766, 246804, 241.01, Right
769, 247199, 241.40, Left
769, 250431, 244.56, Right
772, 244222, 238.49, Left
772, 250432, 244.56, Right
775, 224329, 219.07, Left
775, 234421, 228.92, Right
776, 226918, 221.59, Left
776, 235177, 229.66, Right
777, 234234, 228.74, Left
777, 237919, 232.34, Right
778, 241391, 235.73, Left
778, 249480, 243.63, Right
779, 240166, 234.53, Left
779, 253354, 247.41, Right
780, 246671, 240.88, Left
780, 264870, 258.66, Right
781, 250841, 244.96, Left
781, 254290, 248.33, Right
782, 241306, 235.65, Left
782, 260233, 254.13, Right
783, 245482, 239.72, Left
783, 261899, 255.76, Right
784, 257766, 251.72, Left
784, 254085, 248.12, Right
785, 250233, 244.36, Left
785, 266582, 260.33, Right
786, 254601, 248.63, Left
786, 265133, 258.91, Right
787, 254797, 248.82, Left
787, 253251, 247.31, Right
788, 252473, 246.55, Left
788, 250527, 244.65, Right
789, 240961, 235.31, Left
789, 239231, 233.62, Right
790, 232631, 227.17, Left
790, 229524, 224.14, Right
791, 222054, 216.84, Left
791, 218933, 213.80, Right
792, 230924, 225.51, Left
792, 224905, 219.63, Right
793, 229836, 224.44, Left
793, 232735, 227.28, Right
794, 255525, 249.53, Left
794, 236182, 230.64, Right
795, 249322, 243.47, Left
795, 256934, 250.91, Right
796, 273047, 266.64, Left
796, 279439, 272.88, Right
797, 283407, 276.76, Left
797, 284814, 278.13, Right
798, 267392, 261.12, Left
798, 271727, 265.35, Right
799, 274727, 268.28, Left
799, 281276, 274.68, Right
800, 268780, 262.48, Left
800, 273719, 267.30, Right
803, 267876, 261.59, Left
803, 271064, 264.71, Right
806, 264046, 257.85, Left
806, 273365, 266.95, Right
808, 270793, 264.44, Left
808, 286293, 279.58, Right
809, 273327, 266.92, Left
809, 283878, 277.22, Right
810, 258316, 252.26, Left
810, 262342, 256.19, Right
811, 257422, 251.38, Left
811, 265577, 259.35, Right
812, 250757, 244.87, Left
812, 272944, 266.54, Right
813, 264580, 258.37, Left
813, 265735, 259.50, Right
814, 260169, 254.07, Left
814, 273830, 267.41, Right
815, 268314, 262.02, Left
815, 283953, 277.29, Right
817, 283320, 276.67, Left
817, 294709, 287.80, Right
818, 295066, 288.15, Left
818, 313539, 306.19, Right
820, 274584, 268.14, Left
820, 290880, 284.06, Right
823, 279683, 273.12, Left
823, 302599, 295.50, Right
826, 285723, 279.02, Left
826, 300235, 293.19, Right
827, 258822, 252.75, Left
827, 287544, 280.80, Right
828, 271115, 264.76, Left
828, 269353, 263.04, Right
829, 263324, 257.15, Left
829, 282979, 276.34, Right
830, 275831, 269.36, Left
830, 288494, 281.73, Right
831, 287786, 281.04, Left
831, 301356, 294.29, Right
832, 281151, 274.56, Left
832, 276659, 270.17, Right
833, 262072, 255.92, Left
833, 280965, 274.37, Right
834, 264474, 258.27, Left
834, 263360, 257.18, Right
835, 267087, 260.82, Left
835, 279590, 273.03, Right
836, 252027, 246.12, Left
836, 262483, 256.33, Right
839, 267202, 260.93, Left
839, 267994, 261.71, Right
842, 286493, 279.77, Left
842, 307709, 300.49, Right
845, 313244, 305.90, Left
845, 330656, 322.90, Right
848, 275131, 268.68, Left
848, 303456, 296.34, Right
852, 330275, 322.53, Left
852, 357976, 349.58, Right
856, 322837, 315.27, Left
856, 344490, 336.41, Right
860, 324896, 317.28, Left
860, 331682, 323.90, Right
864, 326742, 319.08, Left
864, 321738, 314.19, Right
869, 358746, 350.33, Left
869, 377608, 368.75, Right
873, 292454, 285.59, Left
873, 306220, 299.04, Right
877, 266609, 260.36, Left
877, 271274, 264.91, Right
880, 263659, 257.47, Left
880, 274718, 268.27, Right
884, 275356, 268.90, Left
884, 285097, 278.41, Right
888, 274907, 268.46, Left
888, 291055, 284.23, Right
892, 298107, 291.12, Left
892, 313636, 306.28, Right
897, 341833, 333.82, Left
897, 356437, 348.08, Right
901, 277853, 271.34, Left
901, 283234, 276.59, Right
906, 333516, 325.69, Left
906, 351257, 343.02, Right
911, 322557, 314.99, Left
911, 327869, 320.18, Right
915, 287824, 281.07, Left
915, 293881, 286.99, Right
919, 217691, 212.58, Left
919, 223176, 217.94, Right
923, 284795, 278.12, Left
923, 292713, 285.85, Right
929, 307932, 300.71, Left
929, 316356, 308.94, Right
934, 288127, 281.37, Left
934, 285868, 279.16, Right
939, 286842, 280.11, Left
939, 293162, 286.29, Right
944, 305898, 298.72, Left
944, 319381, 311.89, Right
949, 313355, 306.01, Left
949, 317818, 310.36, Right
954, 322986, 315.41, Left
954, 337253, 329.34, Right
958, 354552, 346.24, Left
958, 359295, 350.87, Right
962, 351039, 342.81, Left
962, 346822, 338.69, Right
966, 262707, 256.54, Left
966, 290279, 283.47, Right
970, 373547, 364.79, Left
970, 398820, 389.47, Right
974, 382069, 373.11, Left
974, 409772, 400.16, Right
977, 358174, 349.77, Left
977, 373717, 364.95, Right
981, 360923, 352.46, Left
981, 380995, 372.06, Right
985, 364168, 355.63, Left
985, 382503, 373.53, Right
988, 322696, 315.13, Left
988, 335992, 328.11, Right
989, 291909, 285.06, Left
989, 306924, 299.73, Right
990, 252504, 246.58, Left
990, 258314, 252.25, Right
991, 262459, 256.30, Left
991, 268987, 262.68, Right
992, 249384, 243.53, Left
992, 257179, 251.15, Right
993, 248270, 242.45, Left
993, 257039, 251.01, Right
994, 260336, 254.23, Left
994, 269742, 263.41, Right
995, 266045, 259.80, Left
995, 271820, 265.44, Right
996, 263320, 257.14, Left
996, 271045, 264.69, Right
997, 261106, 254.98, Left
997, 269665, 263.34, Right
998, 267309, 261.04, Left
998, 274223, 267.79, Right
999, 250799, 244.92, Left
999, 264004, 257.81, Right
1000, 232967, 227.50, Left
1000, 241546, 235.88, Right
1001, 238218, 232.63, Left
1001, 234213, 228.72, Right
1002, 235679, 230.15, Left
1002, 243148, 237.44, Right
1003, 243049, 237.35, Left
1003, 243581, 237.87, Right
1006, 246470, 240.69, Left
1006, 268207, 261.92, Right
1007, 253811, 247.86, Left
1007, 255568, 249.57, Right
1009, 245702, 239.94, Left
1009, 256494, 250.48, Right
1010, 273619, 267.20, Left
1010, 284737, 278.06, Right
1011, 265164, 258.94, Left
1011, 295976, 289.03, Right
1013, 248702, 242.87, Left
1013, 270186, 263.85, Right
1014, 259224, 253.14, Left
1014, 269814, 263.49, Right
1015, 253413, 247.47, Left
1015, 257677, 251.63, Right
1016, 245355, 239.60, Left
1016, 243121, 237.42, Right
1019, 270612, 264.26, Left
1019, 280346, 273.77, Right
1022, 273288, 266.88, Left
1022, 272575, 266.18, Right
1025, 241943, 236.27, Left
1025, 244523, 238.79, Right
1029, 284609, 277.93, Left
1029, 301267, 294.20, Right
1034, 287231, 280.49, Left
1034, 300317, 293.27, Right
1037, 243122, 237.42, Left
1037, 258752, 252.68, Right
1040, 231815, 226.38, Left
1040, 233358, 227.88, Right
1045, 280405, 273.83, Left
1045, 282962, 276.33, Right
1050, 273208, 266.80, Left
1050, 272219, 265.83, Right
1053, 266842, 260.58, Left
1053, 261129, 255.00, Right
1054, 238082, 232.50, Left
1054, 226250, 220.94, Right
1055, 226548, 221.23, Left
1055, 228905, 223.54, Right
1058, 257324, 251.29, Left
1058, 268314, 262.02, Right
1061, 254595, 248.62, Left
1061, 259420, 253.33, Right
1065, 305115, 297.96, Left
1065, 306734, 299.54, Right
1069, 291369, 284.54, Left
1069, 292906, 286.04, Right
1070, 262166, 256.02, Left
1070, 266242, 260.00, Right
1071, 249287, 243.44, Left
1071, 242619, 236.93, Right
1072, 240423, 234.78, Left
1072, 228225, 222.87, Right
1073, 232282, 226.83, Left
1073, 230983, 225.56, Right
1074, 218217, 213.10, Left
1074, 213526, 208.52, Right
1075, 189434, 184.99, Left
1075, 189212, 184.77, Right
1076, 188292, 183.87, Left
1076, 187486, 183.09, Right
1077, 205705, 200.88, Left
1077, 204184, 199.39, Right
1078, 213073, 208.07, Left
1078, 211227, 206.27, Right
1079, 200305, 195.61, Left
1079, 197430, 192.80, Right
1080, 197983, 193.34, Left
1080, 200614, 195.91, Right
1082, 207163, 202.30, Left
1082, 217820, 212.71, Right
1083, 204719, 199.92, Left
1083, 219873, 214.71, Right
1086, 219588, 214.44, Left
1086, 238753, 233.15, Right
1087, 222850, 217.62, Left
1087, 243560, 237.85, Right
1088, 205601, 200.78, Left
1088, 224087, 218.83, Right
1089, 208002, 203.12, Left
1089, 227987, 222.64, Right
1090, 204259, 199.47, Left
1090, 221435, 216.24, Right
1091, 216802, 211.72, Left
1091, 227259, 221.93, Right
1092, 234447, 228.95, Left
1092, 231092, 225.67, Right
1093, 234821, 229.31, Left
1093, 239661, 234.04, Right
1094, 229116, 223.74, Left
1094, 226990, 221.66, Right
1095, 216157, 211.09, Left
1095, 217280, 212.18, Right
1096, 209581, 204.66, Left
1096, 206075, 201.24, Right
1097, 197810, 193.17, Left
1097, 200645, 195.94, Right
1098, 198896, 194.23, Left
1098, 205107, 200.29, Right
1099, 202179, 197.44, Left
1099, 211731, 206.76, Right
1100, 193369, 188.83, Left
1100, 209418, 204.50, Right
1101, 184842, 180.50, Left
1101, 200150, 195.45, Right
1102, 188797, 184.37, Left
1102, 207699, 202.83, Right
1103, 197218, 192.59, Left
1103, 222675, 217.45, Right
1104, 182413, 178.13, Left
1104, 204545, 199.75, Right
1105, 180087, 175.86, Left
1105, 192218, 187.71, Right
1106, 173972, 169.89, Left
1106, 184642, 180.31, Right
1107, 187399, 183.00, Left
1107, 197177, 192.55, Right
1108, 185899, 181.54, Left
1108, 192058, 187.55, Right
1109, 188457, 184.04, Left
1109, 190657, 186.18, Right
1110, 190413, 185.95, Left
1110, 198599, 193.94, Right
1111, 197956, 193.31, Left
1111, 201914, 197.18, Right
1112, 204225, 199.43, Left
1112, 210606, 205.66, Right
1113, 204160, 199.37, Left
1113, 216352, 211.28, Right
1114, 216319, 211.24, Left
1114, 226611, 221.29, Right
1115, 227517, 222.18, Left
1115, 238017, 232.43, Right
