Frame Number, File Size (bytes), File Size (kB)
527, 276093, 269.62
528, 274761, 268.32
530, 290726, 283.91
534, 301099, 294.04
536, 307333, 300.12
537, 312873, 305.54
539, 310514, 303.23
541, 307196, 299.99
542, 305229, 298.07
543, 296452, 289.50
545, 305038, 297.88
546, 306103, 298.92
547, 288583, 281.81
548, 279704, 273.14
549, 278166, 271.64
550, 283154, 276.51
551, 299054, 292.04
553, 310197, 302.92
554, 317732, 310.28
555, 316671, 309.24
559, 317266, 309.83
560, 318706, 311.23
564, 317506, 310.06
565, 315211, 307.82
566, 308164, 300.94
567, 285752, 279.05
568, 256095, 250.09
569, 247345, 241.54
570, 276473, 269.99
571, 234763, 229.26
572, 276101, 269.62
573, 296583, 289.63
574, 283382, 276.74
575, 266234, 259.99
576, 222739, 217.51
577, 226163, 220.86
578, 250646, 244.77
579, 293184, 286.31
580, 281697, 275.09
581, 281163, 274.57
582, 278593, 272.06
583, 270066, 263.73
584, 284109, 277.45
585, 288444, 281.68
586, 289013, 282.23
587, 282413, 275.79
588, 286222, 279.51
589, 288666, 281.90
590, 294709, 287.80
594, 302249, 295.16
595, 300979, 293.92
596, 299718, 292.69
597, 301436, 294.37
598, 299680, 292.65
599, 299639, 292.61
600, 298100, 291.11
602, 300276, 293.23
603, 291665, 284.82
604, 274570, 268.13
605, 264893, 258.68
606, 262221, 256.07
608, 289243, 282.46
609, 293706, 286.82
610, 288399, 281.63
611, 285311, 278.62
612, 286172, 279.46
613, 281510, 274.91
614, 276925, 270.43
615, 281443, 274.84
616, 296748, 289.79
617, 292013, 285.16
618, 293511, 286.63
619, 292149, 285.30
620, 288775, 282.00
621, 284766, 278.09
622, 292082, 285.23
624, 296092, 289.15
627, 303755, 296.63
629, 300357, 293.31
630, 299650, 292.62
633, 304257, 297.12
634, 300355, 293.31
635, 293242, 286.36
636, 273197, 266.79
637, 249442, 243.59
638, 280282, 273.71
639, 287462, 280.72
640, 286611, 279.89
641, 280561, 273.98
642, 275376, 268.92
643, 283243, 276.60
644, 291111, 284.28
647, 294390, 287.49
649, 287523, 280.78
652, 292506, 285.65
653, 293702, 286.81
654, 293095, 286.22
656, 292867, 286.00
657, 291370, 284.54
658, 287896, 281.14
659, 293022, 286.15
661, 294946, 288.03
667, 298786, 291.78
668, 301041, 293.98
669, 295368, 288.44
670, 295925, 288.98
674, 299099, 292.08
675, 298476, 291.48
681, 289130, 282.35
687, 294959, 288.04
695, 290121, 283.32
702, 294028, 287.13
703, 293156, 286.28
704, 294701, 287.79
705, 289389, 282.60
706, 290808, 283.99
707, 291326, 284.49
708, 285685, 278.98
709, 292528, 285.67
710, 291634, 284.79
711, 287572, 280.83
712, 306236, 299.05
713, 302635, 295.54
715, 315787, 308.38
716, 315058, 307.67
717, 314882, 307.50
718, 319658, 312.16
721, 310262, 302.99
727, 322450, 314.89
728, 321858, 314.31
730, 321633, 314.09
731, 314115, 306.75
733, 318597, 311.12
736, 319987, 312.48
739, 317427, 309.98
741, 312824, 305.49
742, 312096, 304.78
743, 310964, 303.67
744, 292419, 285.56
745, 239109, 233.50
746, 237868, 232.29
747, 260277, 254.17
748, 294916, 288.00
749, 299879, 292.85
750, 277005, 270.51
752, 293731, 286.84
753, 311044, 303.75
754, 313203, 305.86
755, 306879, 299.68
756, 308716, 301.48
757, 311153, 303.86
758, 307807, 300.59
759, 299784, 292.75
760, 287188, 280.45
761, 279419, 272.87
762, 272307, 265.92
763, 270580, 264.23
764, 238521, 232.93
765, 203841, 199.06
766, 195866, 191.27
767, 165826, 161.93
768, 148180, 144.70
769, 138094, 134.85
770, 137352, 134.13
771, 135760, 132.57
772, 134663, 131.50
773, 137358, 134.13
774, 134484, 131.33
775, 136333, 133.13
778, 175441, 171.32
779, 174440, 170.35
780, 174527, 170.43
781, 165121, 161.25
782, 173529, 169.46
783, 177402, 173.24
784, 181298, 177.04
785, 181123, 176.87
786, 176213, 172.08
787, 173157, 169.09
788, 169869, 165.88
789, 167379, 163.45
790, 157212, 153.52
791, 157258, 153.57
792, 146452, 143.01
793, 142427, 139.08
794, 150388, 146.86
795, 153539, 149.94
796, 152394, 148.82
797, 153106, 149.51
798, 156324, 152.66
799, 162181, 158.37
800, 167710, 163.77
801, 167072, 163.15
802, 175003, 170.90
803, 178917, 174.72
804, 184283, 179.96
805, 196873, 192.25
806, 205271, 200.45
807, 204054, 199.27
808, 198621, 193.96
809, 206485, 201.64
811, 210411, 205.47
812, 216017, 210.95
813, 219184, 214.04
814, 224193, 218.93
815, 220435, 215.26
816, 227206, 221.88
817, 235787, 230.26
818, 241764, 236.09
819, 239948, 234.32
821, 247484, 241.68
822, 248976, 243.14
823, 245570, 239.81
824, 246866, 241.08
825, 252899, 246.97
826, 250261, 244.39
827, 246147, 240.37
828, 246469, 240.69
829, 255638, 249.64
830, 249506, 243.65
831, 237872, 232.29
832, 240772, 235.12
833, 246052, 240.28
834, 240199, 234.56
835, 254746, 248.77
836, 259548, 253.46
838, 254827, 248.85
839, 259486, 253.40
840, 259411, 253.33
841, 249842, 243.98
842, 254826, 248.85
846, 263509, 257.33
853, 268136, 261.85
854, 268512, 262.21
855, 270244, 263.91
859, 274203, 267.77
860, 275247, 268.79
861, 269628, 263.30
862, 271460, 265.09
863, 271487, 265.12
865, 279849, 273.29
866, 279241, 272.69
867, 277441, 270.93
868, 279436, 272.88
869, 273993, 267.57
872, 276575, 270.09
873, 273938, 267.51
877, 273406, 266.99
878, 275263, 268.81
879, 269517, 263.20
880, 265135, 258.92
881, 258616, 252.55
882, 262948, 256.78
883, 247619, 241.81
884, 220256, 215.09
885, 196577, 191.96
886, 179012, 174.81
887, 181155, 176.90
888, 167223, 163.30
889, 159481, 155.74
890, 163362, 159.53
891, 167518, 163.59
892, 166487, 162.58
893, 162675, 158.86
894, 165689, 161.80
895, 166057, 162.16
896, 159145, 155.41
897, 171875, 167.84
898, 193021, 188.49
900, 207654, 202.78
901, 200636, 195.93
902, 185875, 181.51
903, 182469, 178.19
904, 179915, 175.69
905, 172140, 168.10
906, 177859, 173.69
907, 176866, 172.72
908, 172291, 168.25
909, 162015, 158.21
910, 159710, 155.96
911, 147763, 144.29
912, 133357, 130.23
913, 130533, 127.47
914, 118876, 116.08
915, 111801, 109.18
916, 104085, 101.64
917, 101579, 99.19
918, 100094, 97.74
919, 101788, 99.40
920, 105882, 103.40
921, 113476, 110.81
922, 123150, 120.26
923, 139031, 135.77
924, 148702, 145.21
925, 151597, 148.04
926, 172562, 168.51
927, 196627, 192.01
928, 220034, 214.87
929, 232239, 226.79
930, 225197, 219.91
931, 241269, 235.61
932, 243621, 237.91
933, 222808, 217.58
934, 238316, 232.73
935, 256713, 250.69
936, 253265, 247.32
937, 244258, 238.53
938, 259095, 253.02
939, 261550, 255.41
940, 242082, 236.40
941, 220564, 215.39
942, 209109, 204.20
943, 219169, 214.03
944, 238555, 232.96
945, 233120, 227.65
946, 213911, 208.89
947, 219549, 214.40
948, 245274, 239.52
949, 272372, 265.98
950, 261337, 255.21
951, 271969, 265.59
952, 278122, 271.60
953, 268223, 261.93
954, 275269, 268.81
955, 272097, 265.71
956, 273817, 267.39
957, 265654, 259.42
958, 279349, 272.80
959, 263884, 257.69
960, 244319, 238.59
961, 259690, 253.60
962, 252058, 246.15
963, 241774, 236.10
964, 247961, 242.14
965, 244947, 239.20
966, 267906, 261.62
967, 278941, 272.40
968, 280000, 273.43
969, 280933, 274.34
970, 291066, 284.24
971, 282085, 275.47
972, 282608, 275.98
973, 274443, 268.01
974, 275831, 269.36
975, 276447, 269.96
976, 277544, 271.03
977, 298154, 291.16
978, 292664, 285.80
979, 289165, 282.38
980, 290860, 284.04
981, 300099, 293.06
982, 282844, 276.21
983, 276963, 270.47
984, 270837, 264.48
985, 249941, 244.08
986, 253385, 247.44
987, 235212, 229.69
988, 250084, 244.22
989, 262219, 256.07
990, 275219, 268.76
991, 260215, 254.11
992, 257082, 251.05
993, 245972, 240.20
994, 254302, 248.34
995, 244305, 238.57
996, 252815, 246.88
997, 274084, 267.66
998, 253230, 247.29
999, 255357, 249.37
1000, 252206, 246.29
1001, 242556, 236.87
1002, 242107, 236.43
1003, 255585, 249.59
1004, 271743, 265.37
1005, 258834, 252.76
1006, 248501, 242.67
1007, 239768, 234.14
1008, 237976, 232.39
1009, 237475, 231.90
1010, 242293, 236.61
1011, 231741, 226.30
1012, 244441, 238.71
1013, 233152, 227.68
1014, 230836, 225.42
1015, 227028, 221.70
1016, 237257, 231.69
1017, 232774, 227.31
1018, 238893, 233.29
1019, 234584, 229.08
1020, 205915, 201.08
1021, 199996, 195.30
1022, 217618, 212.51
1023, 209963, 205.04
1024, 209294, 204.38
1025, 216462, 211.38
1026, 218755, 213.62
1027, 206289, 201.45
1028, 216209, 211.14
1029, 217114, 212.02
1030, 203128, 198.36
1031, 204750, 199.95
1032, 208591, 203.70
1033, 204213, 199.42
1034, 207486, 202.62
1035, 210215, 205.28
1036, 217051, 211.96
1037, 214242, 209.22
1038, 227989, 222.64
1039, 213578, 208.57
1040, 243935, 238.21
1041, 259474, 253.39
1042, 249135, 243.29
1043, 232917, 227.45
1044, 237892, 232.31
1045, 246486, 240.70
1046, 249221, 243.37
1047, 279113, 272.57
1048, 308540, 301.30
1049, 290433, 283.62
1050, 280084, 273.51
1051, 283278, 276.63
1052, 276378, 269.90
1053, 248982, 243.14
1054, 257636, 251.59
1055, 258485, 252.42
1056, 250833, 244.95
1057, 246457, 240.68
1058, 262209, 256.06
1059, 259038, 252.96
1060, 254170, 248.21
1061, 243075, 237.37
1062, 239109, 233.50
1063, 258689, 252.62
1064, 254017, 248.06
1065, 252590, 246.66
1066, 242399, 236.71
1067, 235441, 229.92
1068, 236012, 230.48
1069, 231862, 226.42
1070, 255801, 249.80
1071, 265239, 259.02
1072, 258594, 252.53
1073, 277822, 271.31
1074, 278225, 271.70
1075, 264184, 257.99
1076, 274279, 267.85
1077, 273301, 266.89
1078, 268978, 262.67
1079, 288655, 281.88
1080, 308574, 301.34
1081, 299717, 292.69
1082, 296694, 289.74
1083, 295352, 288.42
1084, 304478, 297.34
1085, 281746, 275.14
1086, 297491, 290.51
1087, 326547, 318.89
1088, 303310, 296.20
1089, 271932, 265.55
1090, 272774, 266.38
1091, 271220, 264.86
1092, 243428, 237.72
1093, 242679, 236.99
1094, 261575, 255.44
1095, 264135, 257.94
1096, 269177, 262.86
1097, 272327, 265.94
1098, 280931, 274.34
1099, 270294, 263.95
1100, 295932, 288.99
1101, 306016, 298.84
1102, 312905, 305.57
1103, 285156, 278.47
1104, 319882, 312.38
1105, 328189, 320.49
1106, 289716, 282.92
1107, 279265, 272.71
1108, 275588, 269.12
1109, 256215, 250.20
1110, 267328, 261.06
1111, 279547, 272.99
1112, 277656, 271.14
1113, 279401, 272.85
1114, 270693, 264.34
1115, 263769, 257.58
1116, 279291, 272.74
1117, 272375, 265.99
1118, 266315, 260.07
1119, 271607, 265.24
1120, 255169, 249.18
1121, 252238, 246.32
1122, 253505, 247.56
1123, 252077, 246.16
1124, 279550, 272.99
1125, 264236, 258.04
1126, 244617, 238.88
1127, 242090, 236.41
1128, 245127, 239.38
1129, 247620, 241.81
1130, 274055, 267.63
1131, 267777, 261.50
1132, 250711, 244.83
1133, 268228, 261.94
1134, 259335, 253.25
1135, 241007, 235.35
1136, 262801, 256.64
1137, 266464, 260.21
1138, 281815, 275.20
1139, 294074, 287.18
1140, 291106, 284.28
1141, 271100, 264.74
1142, 288487, 281.72
1143, 299785, 292.75
1144, 342591, 334.56
1145, 331429, 323.66
1146, 306334, 299.15
1147, 289244, 282.46
1148, 294867, 287.95
1149, 250519, 244.64
1150, 260237, 254.13
1151, 306325, 299.14
1152, 305868, 298.69
1153, 298903, 291.89
1154, 313321, 305.97
1155, 307852, 300.63
1156, 300053, 293.02
1157, 279384, 272.83
1158, 288494, 281.73
1159, 299855, 292.82
1160, 310913, 303.62
1161, 309884, 302.62
1162, 307775, 300.56
1163, 304730, 297.58
1164, 284045, 277.38
1165, 295580, 288.65
1166, 318311, 310.85
1167, 325498, 317.86
1168, 326173, 318.52
1169, 314136, 306.77
1170, 312985, 305.64
1171, 285942, 279.24
1172, 300276, 293.23
1173, 284958, 278.27
1174, 263849, 257.66
1175, 235702, 230.17
1176, 233333, 227.86
1177, 263638, 257.45
1178, 276463, 269.98
1179, 271632, 265.26
1180, 291446, 284.61
1181, 316230, 308.81
1182, 319356, 311.87
1183, 298416, 291.42
1184, 297891, 290.90
1185, 259407, 253.32
1186, 279307, 272.76
1187, 330063, 322.32
1188, 327396, 319.72
1189, 328426, 320.72
1190, 313035, 305.69
1191, 308584, 301.35
1192, 290289, 283.48
1193, 288724, 281.95
1194, 223973, 218.72
1195, 227276, 221.94
1196, 241482, 235.82
1197, 252070, 246.16
1198, 258049, 252.00
1199, 294357, 287.45
1200, 287742, 280.99
1201, 296136, 289.19
1202, 292487, 285.63
1203, 302393, 295.30
1204, 313673, 306.32
1205, 347080, 338.94
1206, 354331, 346.02
1207, 325499, 317.87
1208, 284477, 277.80
1209, 297501, 290.52
1210, 338044, 330.12
1211, 344047, 335.98
1212, 349121, 340.93
1213, 322096, 314.54
1214, 338507, 330.57
1215, 341836, 333.82
1216, 350143, 341.93
1217, 314726, 307.34
1218, 311878, 304.56
1219, 316011, 308.60
1220, 365383, 356.81
1221, 370583, 361.89
1222, 332711, 324.91
1223, 384197, 375.19
1224, 381651, 372.70
1225, 380675, 371.75
1226, 395217, 385.95
1227, 403636, 394.17
1228, 407266, 397.72
1229, 415054, 405.32
1230, 420439, 410.58
1231, 330728, 322.97
1232, 259868, 253.77
1233, 273272, 266.86
1234, 276851, 270.36
1235, 267373, 261.10
1236, 276697, 270.21
1237, 281957, 275.34
1238, 293685, 286.80
1239, 303652, 296.53
1240, 310048, 302.78
1241, 295207, 288.28
1242, 289375, 282.59
1243, 281087, 274.49
1244, 306644, 299.45
1245, 320537, 313.02
1246, 304455, 297.31
1247, 333121, 325.31
1248, 319746, 312.25
1249, 313692, 306.33
1250, 324113, 316.51
1251, 311410, 304.11
1252, 301986, 294.90
1253, 314954, 307.57
1254, 292825, 285.96
1255, 284413, 277.74
1256, 290550, 283.74
1257, 311217, 303.92
1258, 261123, 255.00
1259, 232288, 226.84
1260, 326719, 319.06
1261, 374703, 365.92
1262, 387896, 378.80
1263, 332083, 324.29
1264, 388969, 379.85
1266, 402845, 393.40
1267, 394443, 385.19
1268, 397850, 388.52
1269, 342172, 334.15
1270, 285014, 278.33
1271, 293494, 286.61
1272, 326868, 319.20
1273, 328804, 321.09
1275, 382969, 373.99
1276, 389120, 380.00
1277, 383462, 374.47
1278, 293667, 286.78
1279, 264413, 258.21
1280, 296195, 289.25
1281, 271672, 265.30
1282, 294001, 287.11
1283, 302997, 295.89
1284, 276784, 270.29
1285, 284423, 277.75
1286, 291957, 285.11
1287, 297507, 290.53
1288, 294173, 287.27
1289, 313374, 306.02
1290, 331411, 323.64
1291, 356582, 348.22
1292, 365840, 357.26
1293, 315178, 307.79
1294, 343833, 335.77
1295, 335492, 327.62
1296, 334926, 327.07
1297, 318436, 310.97
1298, 360051, 351.61
1299, 346985, 338.85
1300, 342490, 334.46
1301, 339976, 332.00
1302, 341930, 333.91
1303, 332282, 324.49
1304, 312000, 304.68
1305, 327619, 319.94
1306, 275901, 269.43
1307, 285831, 279.13
1308, 300935, 293.88
1309, 310045, 302.77
1310, 291310, 284.48
1311, 273706, 267.29
1312, 230354, 224.95
1319, 234563, 229.06
1329, 198501, 193.84
1341, 192770, 188.25
1353, 234995, 229.48
1361, 261370, 255.24
1367, 319784, 312.28
1368, 334526, 326.68
1369, 336499, 328.61
1370, 342881, 334.84
1371, 305059, 297.90
1372, 292063, 285.21
1373, 312297, 304.97
1374, 325751, 318.11
1375, 337678, 329.76
1376, 352781, 344.51
1377, 263816, 257.63
1378, 259009, 252.93
1379, 313406, 306.06
1380, 321059, 313.53
1381, 284698, 278.02
1382, 310517, 303.23
1383, 323887, 316.29
1384, 324521, 316.91
1385, 318341, 310.87
1386, 318023, 310.56
